file	area	owner_agent	review_status	receiver_extension_status	helper_model_status	naming_status	type_boundary_status	test_quality_status	comment_status	action_taken	retained_rationale	verification	detected_patterns
grazel-gradle-plugin/src/test/kotlin/com/grab/grazel/migrate/android/AndroidInstrumentationBinaryDataExtractorTest.kt	test	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	source_string_assertion,comment_or_context_artifact
grazel-gradle-plugin/src/test/kotlin/com/grab/grazel/migrate/android/AndroidTestTargetTest.kt	test	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	source_string_assertion
grazel-gradle-plugin/src/test/kotlin/com/grab/grazel/migrate/android/DefaultAndroidLibraryDataExtractorTest.kt	test	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	unchecked_cast,source_string_assertion,type_boundary_candidate
grazel-gradle-plugin/src/test/kotlin/com/grab/grazel/migrate/android/DefaultAndroidTestDataExtractorTest.kt	test	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	source_string_assertion,comment_or_context_artifact
grazel-gradle-plugin/src/test/kotlin/com/grab/grazel/migrate/android/DefaultAndroidUnitTestDataExtractorTest.kt	test	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	source_string_assertion,comment_or_context_artifact,type_boundary_candidate
grazel-gradle-plugin/src/test/kotlin/com/grab/grazel/migrate/dependencies/DefaultArtifactPinnerTest.kt	test	parent+subagents	fixed	fixed	fixed	fixed	fixed	fixed	fixed	Applied preserving Item41 cleanup in this file.	No retained branch-local issue after cleanup; broader risks are logged separately when applicable.	Focused Item41 tests passed; final gates pending.	source_string_assertion,comment_or_context_artifact
grazel-gradle-plugin/src/test/kotlin/com/grab/grazel/migrate/dependencies/LocalMavenPinningWorkspaceTest.kt	test	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	unchecked_cast,source_string_assertion,comment_or_context_artifact
grazel-gradle-plugin/src/test/kotlin/com/grab/grazel/migrate/dependencies/MavenInstallArtifactsCalculatorTest.kt	test	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	domain_receiver_extension,reflection_or_dynamic_access,unchecked_cast
grazel-gradle-plugin/src/test/kotlin/com/grab/grazel/migrate/dependencies/MavenInstallLockfileReconstructorTest.kt	test	parent+subagents	deferred_requires_behavior_change	deferred_requires_behavior_change	deferred_requires_behavior_change	deferred_requires_behavior_change	deferred_requires_behavior_change	deferred_requires_behavior_change	deferred_requires_behavior_change	Reviewed and deferred from preserving Item41 scope.	String lockfile assertions should move to parsed JSON/model assertions with the pending lockfile JSON spec.	Inventory/subagent audit; final gates pending.	unchecked_cast,source_string_assertion
grazel-gradle-plugin/src/test/kotlin/com/grab/grazel/migrate/dependencies/MavenInstallWorkspaceRepositoryRewriterTest.kt	test	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	none
grazel-gradle-plugin/src/test/kotlin/com/grab/grazel/migrate/dependencies/RulesJvmExternalLockfileRendererTest.kt	test	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	type_boundary_candidate
grazel-gradle-plugin/src/test/kotlin/com/grab/grazel/migrate/dependencies/RulesJvmExternalLockfileTransformsTest.kt	test	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	none
grazel-gradle-plugin/src/test/kotlin/com/grab/grazel/migrate/dependencies/StarlarkReprTest.kt	test	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	none
grazel-gradle-plugin/src/test/kotlin/com/grab/grazel/migrate/target/TargetReferenceFactsDataMappingTest.kt	test	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	none
grazel-gradle-plugin/src/test/kotlin/com/grab/grazel/migrate/target/TargetVariantReachabilityTest.kt	test	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	none
grazel-gradle-plugin/src/test/kotlin/com/grab/grazel/proxy/LocalMavenProxyServerTest.kt	test	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	unchecked_cast,source_string_assertion,comment_or_context_artifact,type_boundary_candidate
grazel-gradle-plugin/src/test/kotlin/com/grab/grazel/proxy/LocalMavenProxyServiceTest.kt	test	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	none
grazel-gradle-plugin/src/test/kotlin/com/grab/grazel/proxy/LocalMavenResolvedFactsTest.kt	test	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	reflection_or_dynamic_access,comment_or_context_artifact
grazel-gradle-plugin/src/test/kotlin/com/grab/grazel/proxy/MavenInstallLockfileFallbackIndexTest.kt	test	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	comment_or_context_artifact
grazel-gradle-plugin/src/test/kotlin/com/grab/grazel/tasks/internal/CollectDeclaredDependencyMetadataTaskTest.kt	test	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	reflection_or_dynamic_access,unchecked_cast,type_boundary_candidate
grazel-gradle-plugin/src/test/kotlin/com/grab/grazel/tasks/internal/CollectKspProcessorDependenciesTaskTest.kt	test	parent+subagents	retained_problem_essential	retained_problem_essential	retained_problem_essential	retained_problem_essential	retained_problem_essential	retained_problem_essential	retained_problem_essential	Reviewed and retained by Item41 audit.	Reflection checks Gradle task annotation/API surface, the Item41-allowed reflection case.	Inventory/subagent audit; final gates pending.	reflection_or_dynamic_access,unchecked_cast,comment_or_context_artifact
grazel-gradle-plugin/src/test/kotlin/com/grab/grazel/tasks/internal/ComputeWorkspaceDependenciesTaskTest.kt	test	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	reflection_or_dynamic_access
grazel-gradle-plugin/src/test/kotlin/com/grab/grazel/tasks/internal/PinMavenArtifactsTaskTest.kt	test	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	none
grazel-gradle-plugin/src/test/kotlin/com/grab/grazel/tasks/internal/ResolveWorkspaceDependenciesTaskTest.kt	test	parent+subagents	retained_problem_essential	retained_problem_essential	retained_problem_essential	retained_problem_essential	retained_problem_essential	retained_problem_essential	retained_problem_essential	Reviewed and retained by Item41 audit.	Reflection checks Gradle task annotation/API surface, the Item41-allowed reflection case.	Inventory/subagent audit; final gates pending.	reflection_or_dynamic_access
grazel-gradle-plugin/src/test/kotlin/com/grab/grazel/tasks/internal/WorkspacePlanTasksTest.kt	test	parent+subagents	fixed	fixed	fixed	fixed	fixed	fixed	fixed	Applied preserving Item41 cleanup in this file.	No retained branch-local issue after cleanup; broader risks are logged separately when applicable.	Focused Item41 tests passed; final gates pending.	none
grazel-gradle-plugin/src/test/kotlin/com/grab/grazel/util/ProgressLoggerTest.kt	test	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	none
